"GA","BMI","eta_base"
17.1,26.7,-2.56078705267852
17.2,26.7,-2.55910674265168
17.3,26.7,-2.55725081126947
17.4,26.7,-2.55520544441764
17.5,26.7,-2.55295688487297
17.6,26.7,-2.55049146441433
17.7,26.7,-2.54779562593148
17.8,26.7,-2.54485595449207
17.9,26.7,-2.54165921311784
18,26.7,-2.53819235909057
18.1,26.7,-2.53444256917809
18.2,26.7,-2.5303977048101
18.3,26.7,-2.52605301374615
18.4,26.7,-2.52140993554518
18.5,26.7,-2.51647038930103
18.6,26.7,-2.51123634409886
18.7,26.7,-2.5057099523727
18.8,26.7,-2.49989375030232
18.9,26.7,-2.49379068966368
19,26.7,-2.48740413012356
19.1,26.7,-2.4807378578809
19.2,26.7,-2.47379612590599
19.3,26.7,-2.46658364173557
19.4,26.7,-2.45910557037814
19.5,26.7,-2.45136757199371
19.6,26.7,-2.44337579954038
19.7,26.7,-2.43513688422524
19.8,26.7,-2.42665795975077
19.9,26.7,-2.41794667705213
20,26.7,-2.4090111754763
20.1,26.7,-2.39986008904966
20.2,26.7,-2.39050257248993
20.3,26.7,-2.38094826875637
20.4,26.7,-2.37120729784119
20.5,26.7,-2.36129027872505
20.6,26.7,-2.35120830835859
20.7,26.7,-2.34097293328073
20.8,26.7,-2.33059615772473
20.9,26.7,-2.3200904387604
21,26.7,-2.30946864587255
21.1,26.7,-2.29874405307579
21.2,26.7,-2.28793034268179
21.3,26.7,-2.27704156326018
21.4,26.7,-2.26609210811889
21.5,26.7,-2.25509671483164
21.6,26.7,-2.24407043254992
21.7,26.7,-2.23302858903993
21.8,26.7,-2.22198678034896
21.9,26.7,-2.21096084753728
22,26.7,-2.19996450122553
22.1,26.7,-2.18900408580971
22.2,26.7,-2.1780845906226
22.3,26.7,-2.16721113498903
22.4,26.7,-2.15638891418426
22.5,26.7,-2.14562312578252
22.6,26.7,-2.13491896735802
22.7,26.7,-2.12428163648496
22.8,26.7,-2.1137163251578
22.9,26.7,-2.10322818949508
23,26.7,-2.09282232486877
23.1,26.7,-2.08250374162165
23.2,26.7,-2.07227732939744
23.3,26.7,-2.0621478351212
23.4,26.7,-2.05211984295787
23.5,26.7,-2.04219773778895
23.6,26.7,-2.03238568134629
23.7,26.7,-2.0226875998575
23.8,26.7,-2.01310715264188
23.9,26.7,-2.00364770013225
24,26.7,-1.99431230054983
24.1,26.7,-1.9851036887452
24.2,26.7,-1.97602423633266
24.3,26.7,-1.96707595279655
24.4,26.7,-1.95826047688836
24.5,26.7,-1.94957903858251
24.6,26.7,-1.94103245314675
24.7,26.7,-1.93262112752976
24.8,26.7,-1.92434503374513
24.9,26.7,-1.91620368901296
25,26.7,-1.9081961754752
10,26.8,-2.73048599686314
10.1,26.8,-2.72661205441538
10.2,26.8,-2.72273811196761
10.3,26.8,-2.71886416951985
10.4,26.8,-2.71499022707208
10.5,26.8,-2.71111628462432
10.6,26.8,-2.70724234217655
10.7,26.8,-2.70336839972879
10.8,26.8,-2.69949445728103
10.9,26.8,-2.69562051483326
11,26.8,-2.6917465723855
11.1,26.8,-2.68787268306842
11.2,26.8,-2.68399914973142
11.3,26.8,-2.68012695363103
11.4,26.8,-2.67625784926957
11.5,26.8,-2.67239432870237
11.6,26.8,-2.66853951768381
11.7,26.8,-2.66469708445839
11.8,26.8,-2.66087119517455
11.9,26.8,-2.65706644392493
12,26.8,-2.65328776304158
12.1,26.8,-2.64954037245924
12.2,26.8,-2.64582972533301
12.3,26.8,-2.64216143179512
12.4,26.8,-2.63854120882449
12.5,26.8,-2.63497482931619
12.6,26.8,-2.63146806119392
12.7,26.8,-2.62802662351995
12.8,26.8,-2.62465614007398
12.9,26.8,-2.62136208466392
13,26.8,-2.61814974872479
13.1,26.8,-2.6150242047653
13.2,26.8,-2.61199025127217
13.3,26.8,-2.60905239065313
13.4,26.8,-2.60621480626175
13.5,26.8,-2.60348131170353
13.6,26.8,-2.60085532816476
13.7,26.8,-2.59833987847308
13.8,26.8,-2.59593754954217
13.9,26.8,-2.59365045934186
14,26.8,-2.59148026732936
14.1,26.8,-2.58942815548094
14.2,26.8,-2.5874947866662
14.3,26.8,-2.58568032232546
14.4,26.8,-2.58398442289164
14.5,26.8,-2.5824062113868
14.6,26.8,-2.58094412331275
14.7,26.8,-2.57959407249419
14.8,26.8,-2.57835006026189
14.9,26.8,-2.5772055241727
15,26.8,-2.57615340165005
15.1,26.8,-2.57518612942589
15.2,26.8,-2.57429562529605
15.3,26.8,-2.57347332844419
15.4,26.8,-2.57271021688986
15.5,26.8,-2.57199679445317
15.6,26.8,-2.57132312005449
15.7,26.8,-2.57067884166109
15.8,26.8,-2.57005319693164
15.9,26.8,-2.56943502802171
16,26.8,-2.56881282598474
16.1,26.8,-2.56817474568926
16.2,26.8,-2.56750861396921
16.3,26.8,-2.56680197456185
16.4,26.8,-2.56604211395443
16.5,26.8,-2.56521607364463
16.6,26.8,-2.56431068725226
16.7,26.8,-2.56331261413354
16.8,26.8,-2.56220835880298
16.9,26.8,-2.5609843015074
17,26.8,-2.55962673426773
17.1,26.8,-2.55812188497583
17.2,26.8,-2.55645594747975
17.3,26.8,-2.55461511534923
17.4,26.8,-2.55258560684334
17.5,26.8,-2.55035369711223
17.6,26.8,-2.54790575030813
17.7,26.8,-2.54522824169412
17.8,26.8,-2.54230778871123
17.9,26.8,-2.53913118675454
18,26.8,-2.53568542547917
18.1,26.8,-2.53195771402633
18.2,26.8,-2.52793594425523
18.3,26.8,-2.52361536170512
18.4,26.8,-2.51899737662283
18.5,26.8,-2.51408387797005
18.6,26.8,-2.50887680469977
18.7,26.8,-2.50337827911387
18.8,26.8,-2.49759080725998
18.9,26.8,-2.49151731078188
19,26.8,-2.48516111921422
19.1,26.8,-2.47852598862377
19.2,26.8,-2.47161614184867
19.3,26.8,-2.46443625629351
19.4,26.8,-2.45699146683464
19.5,26.8,-2.4492874034999
19.6,26.8,-2.44133018911525
19.7,26.8,-2.43312642475562
19.8,26.8,-2.42468321399133
19.9,26.8,-2.41600817762539
20,26.8,-2.40710942487262
20.1,26.8,-2.39799555962726
20.2,26.8,-2.38867570647487
20.3,26.8,-2.37915947824255
20.4,26.8,-2.36945696479036
20.5,26.8,-2.3595787549668
20.6,26.8,-2.34953591559036
20.7,26.8,-2.33933996306781
20.8,26.8,-2.32900287150024
20.9,26.8,-2.31853706782533
21,26.8,-2.30795539139571
21.1,26.8,-2.29727108609385
21.2,26.8,-2.28649780409927
21.3,26.8,-2.27564956384944
21.4,26.8,-2.26474072852012
21.5,26.8,-2.2537860055529
21.6,26.8,-2.2428004139671
21.7,26.8,-2.23179925139677
21.8,26.8,-2.22079808375706
21.9,26.8,-2.20981272197797
22,26.8,-2.1988568530018
22.1,26.8,-2.18793681839854
22.2,26.8,-2.17705760887984
22.3,26.8,-2.16622434514946
22.4,26.8,-2.15544222386155
22.5,26.8,-2.14471644396924
22.6,26.8,-2.13405220442563
22.7,26.8,-2.12345470418384
22.8,26.8,-2.11292913661722
22.9,26.8,-2.10248065922321
23,26.8,-2.09211436875268
23.1,26.8,-2.08183527692731
23.2,26.8,-2.07164827476973
23.3,26.8,-2.0615581105839
23.4,26.8,-2.05156936991364
23.5,26.8,-2.04168643901937
23.6,26.8,-2.03191348101184
23.7,26.8,-2.02225442349755
23.8,26.8,-2.0127129271747
23.9,26.8,-2.00329235385501
24,26.8,-1.99399576313863
24.1,26.8,-1.984825891255
24.2,26.8,-1.97578511119733
24.3,26.8,-1.96687543382888
24.4,26.8,-1.95809849928003
24.5,26.8,-1.9494555389041
24.6,26.8,-1.94094736934774
24.7,26.8,-1.93257439893852
24.8,26.8,-1.92433660106895
24.9,26.8,-1.91623349433802
25,26.8,-1.90826416226657
10,26.9,-2.72737566876982
10.1,26.9,-2.723508507739
10.2,26.9,-2.71964134670818
10.3,26.9,-2.71577418567736
10.4,26.9,-2.71190702464654
10.5,26.9,-2.70803986361572
10.6,26.9,-2.70417270258489
10.7,26.9,-2.70030554155407
10.8,26.9,-2.69643838052325
10.9,26.9,-2.69257121949243
11,26.9,-2.68870405846161
11.1,26.9,-2.6848369499599
11.2,26.9,-2.68097019382875
11.3,26.9,-2.67710476771521
11.4,26.9,-2.6732424225121
11.5,26.9,-2.66938564666523
11.6,26.9,-2.66553756231949
11.7,26.9,-2.66170183410988
11.8,26.9,-2.65788262457533
11.9,26.9,-2.65408452419898
12,26.9,-2.65031246170339
12.1,26.9,-2.64657165341377
12.2,26.9,-2.64286754887574
12.3,26.9,-2.63920575461202
12.4,26.9,-2.63559198399203
12.5,26.9,-2.63203200630134
12.6,26.9,-2.62853158585413
12.7,26.9,-2.6250964381032
12.8,26.9,-2.62173218321871
12.9,26.9,-2.6184442913991
13,26.9,-2.61523805046986
13.1,26.9,-2.61211852933023
13.2,26.9,-2.60909052285739
13.3,26.9,-2.6061585298496
13.4,26.9,-2.60332673005091
13.5,26.9,-2.60059893345733
13.6,26.9,-2.59797855764563
13.7,26.9,-2.59546862183396
13.8,26.9,-2.59307170932648
13.9,26.9,-2.59078993448355
14,26.9,-2.58862495315286
14.1,26.9,-2.58657794370117
14.2,26.9,-2.58464956538859
14.3,26.9,-2.58283997604592
14.4,26.9,-2.5811488324966
14.5,26.9,-2.57957525415318
14.6,26.9,-2.57811767470268
14.7,26.9,-2.5767720289299
14.8,26.9,-2.57553235478085
14.9,26.9,-2.57439212673534
15,26.9,-2.57334431913977
15.1,26.9,-2.57238140564907
15.2,26.9,-2.57149534098201
15.3,26.9,-2.57067760124525
15.4,26.9,-2.56991920138128
15.5,26.9,-2.56921068213318
15.6,26.9,-2.56854213934431
15.7,26.9,-2.56790325790488
15.8,26.9,-2.56728331239653
15.9,26.9,-2.56667118189781
16,26.9,-2.56605539438513
16.1,26.9,-2.56542414164997
16.2,26.9,-2.56476528744924
16.3,26.9,-2.56406641244318
16.4,26.9,-2.563314840042
16.5,26.9,-2.56249764866635
16.6,26.9,-2.561601708859
16.7,26.9,-2.56061371689914
16.8,26.9,-2.55952021422424
16.9,26.9,-2.55830761800411
17,26.9,-2.55696225718262
17.1,26.9,-2.55547039657461
17.2,26.9,-2.5538182669511
17.3,26.9,-2.55199209880478
17.4,26.9,-2.54997814731771
17.5,26.9,-2.547762724563
17.6,26.9,-2.54533223161584
17.7,26.9,-2.54267318066228
17.8,26.9,-2.53977222606632
17.9,26.9,-2.536616200146
18,26.9,-2.53319212947942
18.1,26.9,-2.52948726013073
18.2,26.9,-2.52548951854697
18.3,26.9,-2.52119414563156
18.4,26.9,-2.51660251444902
18.5,26.9,-2.51171647579361
18.6,26.9,-2.50653793045089
18.7,26.9,-2.50106896255528
18.8,26.9,-2.49531203998698
18.9,26.9,-2.48927004622232
19,26.9,-2.4829462726285
19.1,26.9,-2.47634443710487
19.2,26.9,-2.46946872432211
19.3,26.9,-2.46232377351737
19.4,26.9,-2.45491468139955
19.5,26.9,-2.44724703982906
19.6,26.9,-2.43932693346441
19.7,26.9,-2.43116092521309
19.8,26.9,-2.42275608047798
19.9,26.9,-2.41411998189464
20,26.9,-2.40526070051046
20.1,26.9,-2.39618680205223
20.2,26.9,-2.38690737293806
20.3,26.9,-2.37743198782761
20.4,26.9,-2.36777069841351
20.5,26.9,-2.35793405537681
20.6,26.9,-2.34793308736855
20.7,26.9,-2.33777927262806
20.8,26.9,-2.327484547089
20.9,26.9,-2.31706129952159
21,26.9,-2.30652233111104
21.1,26.9,-2.29588084757235
21.2,26.9,-2.28515046291761
21.3,26.9,-2.27434515741684
21.4,26.9,-2.26347925607838
21.5,26.9,-2.25256742817636
21.6,26.9,-2.24162465456266
21.7,26.9,-2.23066619470388
21.8,26.9,-2.21970757634773
21.9,26.9,-2.20876457225929
22,26.9,-2.19785083968478
22.1,26.9,-2.1869727178692
22.2,26.9,-2.17613520071871
22.3,26.9,-2.16534341213154
22.4,26.9,-2.15460255195635
22.5,26.9,-2.14391782234072
22.6,26.9,-2.13329442543226
22.7,26.9,-2.12273756337857
22.8,26.9,-2.11225243274748
22.9,26.9,-2.10184419423092
23,26.9,-2.09151794777425
23.1,26.9,-2.08127870829363
23.2,26.9,-2.07113137000617
23.3,26.9,-2.0610806844103
23.4,26.9,-2.05113124024438
23.5,26.9,-2.04128742696325
23.6,26.9,-2.03155341087219
23.7,26.9,-2.02193312277217
23.8,26.9,-2.01243022655587
23.9,26.9,-2.00304808722951
24,26.9,-1.99378976758771
24.1,26.9,-1.9846580070544
24.2,26.9,-1.97565518181728
24.3,26.9,-1.96678330593409
24.4,26.9,-1.95804402272969
24.5,26.9,-1.94943856675189
24.6,26.9,-1.94096775784184
24.7,26.9,-1.93263200752157
24.8,26.9,-1.9244312923781
24.9,26.9,-1.91636513420488
25,26.9,-1.90843261971726
10,27,-2.72443693062618
10.1,27,-2.72057403252619
10.2,27,-2.71671113442621
10.3,27,-2.71284823632622
10.4,27,-2.70898533822623
10.5,27,-2.70512244012625
10.6,27,-2.70125954202626
10.7,27,-2.69739664392628
10.8,27,-2.69353374582629
10.9,27,-2.6896708477263
11,27,-2.68580794962632
11.1,27,-2.68194510349303
11.2,27,-2.67808260635583
11.3,27,-2.67422143248731
11.4,27,-2.67036332940579
11.5,27,-2.66651078218264
11.6,27,-2.66266690958827
11.7,27,-2.65883537288319
11.8,27,-2.65502033123188
11.9,27,-2.65122637174302
12,27,-2.64745841976466
12.1,27,-2.64372168824758
12.2,27,-2.64002162336291
12.3,27,-2.63636382825889
12.4,27,-2.6327540129305
12.5,27,-2.62919794328881
12.6,27,-2.62570138027354
12.7,27,-2.62227003596302
12.8,27,-2.61890952715294
12.9,27,-2.61562532066726
13,27,-2.61242270095702
13.1,27,-2.60930673354696
13.2,27,-2.60628220993982
13.3,27,-2.60335362555937
13.4,27,-2.60052515677519
13.5,27,-2.59780061020882
13.6,27,-2.59518340006257
13.7,27,-2.59267654218011
13.8,27,-2.59028261649114
13.9,27,-2.58800373398153
14,27,-2.58584154712451
14.1,27,-2.58379723091238
14.2,27,-2.58187144123076
14.3,27,-2.580064332536
14.4,27,-2.57837555827704
14.5,27,-2.57680423449198
14.6,27,-2.57534879348243
14.7,27,-2.57400519388894
14.8,27,-2.57276751486365
14.9,27,-2.57162927243359
15,27,-2.57058348249238
15.1,27,-2.56962266024211
15.2,27,-2.5687388019488
15.3,27,-2.5679234252663
15.4,27,-2.56716758668429
15.5,27,-2.56646186849308
15.6,27,-2.56579640808321
15.7,27,-2.56516093189212
15.8,27,-2.56454475604865
15.9,27,-2.56393680117855
16,27,-2.56332563680542
16.1,27,-2.56269949626797
16.2,27,-2.56204628487032
16.3,27,-2.56135362481989
16.4,27,-2.56060888107411
16.5,27,-2.55979917360082
16.6,27,-2.55891141449003
16.7,27,-2.5579323415681
16.8,27,-2.55684853781973
16.9,27,-2.55564646196191
17,27,-2.55431248448574
17.1,27,-2.55283291175325
17.2,27,-2.55119401608267
17.3,27,-2.54938206951391
17.4,27,-2.54738336877621
17.5,27,-2.5451842674899
17.6,27,-2.54277120827736
17.7,27,-2.54013074487188
17.8,27,-2.53724957318463
17.9,27,-2.53411456708087
18,27,-2.53071279468591
18.1,27,-2.5270315436111
18.2,27,-2.52305877911772
18.3,27,-2.51878973501826
18.4,27,-2.51422573919568
18.5,27,-2.50936859610974
18.6,27,-2.50422016021143
18.7,27,-2.49878246930069
18.8,27,-2.49305794492317
18.9,27,-2.48704942422069
19,27,-2.48076015222591
19.1,27,-2.47419380050366
19.2,27,-2.4673545073901
19.3,27,-2.46024686578786
19.4,27,-2.45287592607132
19.5,27,-2.44524723376634
19.6,27,-2.43736682719693
19.7,27,-2.42924122293604
19.8,27,-2.42087744005203
19.9,27,-2.41228301484595
20,27,-2.40346597203064
20.1,27,-2.39443483099838
20.2,27,-2.38519863183275
20.3,27,-2.37576690285891
20.4,27,-2.36614964943493
20.5,27,-2.35635737590736
20.6,27,-2.3464010645927
20.7,27,-2.33629214739577
20.8,27,-2.32604251391569
20.9,27,-2.31566450658816
21,27,-2.30517088026387
21.1,27,-2.29457479432331
21.2,27,-2.28388981644401
21.3,27,-2.2731298805615
21.4,27,-2.26230926534957
21.5,27,-2.25144259374784
21.6,27,-2.24054480027366
21.7,27,-2.22963109805911
21.8,27,-2.21871696851738
21.9,27,-2.20781813808213
22,27,-2.19694822818707
22.1,27,-2.18611357626153
22.2,27,-2.17531918125152
22.3,27,-2.1645701720951
22.4,27,-2.15387175368078
22.5,27,-2.143229133196
22.6,27,-2.13264751782822
22.7,27,-2.12213211476488
22.8,27,-2.11168812561367
22.9,27,-2.10132071610636
23,27,-2.09103499122815
23.1,27,-2.08083597093506
23.2,27,-2.07072855448406
23.3,27,-2.06071749841342
23.4,27,-2.05080739650133
23.5,27,-2.04100264324251
23.6,27,-2.03130740998207
23.7,27,-2.02172563256082
23.8,27,-2.01226097991132
23.9,27,-2.00291682207961
24,27,-1.99369622690017
24.1,27,-1.98460193883678
24.2,27,-1.97563633911699
24.3,27,-1.96680144683838
24.4,27,-1.95809891036567
24.5,27,-1.94952996928651
24.6,27,-1.9410954484819
24.7,27,-1.93279576451372
24.8,27,-1.92463089900884
24.9,27,-1.91660037880056
25,27,-1.90870329564408
10,27.1,-2.72167266025127
10.1,27.1,-2.71781146595479
10.2,27.1,-2.7139502716583
10.3,27.1,-2.71008907736181
10.4,27.1,-2.70622788306532
10.5,27.1,-2.70236668876884
10.6,27.1,-2.69850549447235
10.7,27.1,-2.69464430017586
10.8,27.1,-2.69078310587937
10.9,27.1,-2.68692191158288
11,27.1,-2.6830607172864
11.1,27.1,-2.679199574434
11.2,27.1,-2.67533877744205
11.3,27.1,-2.67147929744748
11.4,27.1,-2.66762287883297
11.5,27.1,-2.66377200353425
11.6,27.1,-2.65992978718608
11.7,27.1,-2.65609988791332
11.8,27.1,-2.65228646174481
11.9,27.1,-2.64849409265357
12,27.1,-2.64472770285203
12.1,27.1,-2.6409925021553
12.2,27.1,-2.63729393359887
12.3,27.1,-2.63363759719534
12.4,27.1,-2.63002919980403
12.5,27.1,-2.62647450420038
12.6,27.1,-2.62297926818846
12.7,27.1,-2.61954920071094
12.8,27.1,-2.61618991542788
12.9,27.1,-2.61290687602759
13,27.1,-2.60970536382546
13.1,27.1,-2.60659044121059
13.2,27.1,-2.60356689655007
13.3,27.1,-2.60063922213202
13.4,27.1,-2.59781159119038
13.5,27.1,-2.59508780721104
13.6,27.1,-2.59247128126066
13.7,27.1,-2.58996502604728
13.8,27.1,-2.58757161836493
13.9,27.1,-2.58529316606385
14,27.1,-2.58313131848163
14.1,27.1,-2.5810872474749
14.2,27.1,-2.57916160579365
14.3,27.1,-2.57735454475858
14.4,27.1,-2.57566571468299
14.5,27.1,-2.57409422846933
14.6,27.1,-2.5726385174701
14.7,27.1,-2.57129456712398
14.8,27.1,-2.57005650245425
14.9,27.1,-2.56891788573401
15,27.1,-2.56787177910293
15.1,27.1,-2.56691074400919
15.2,27.1,-2.56602682296485
15.3,27.1,-2.56521157986983
15.4,27.1,-2.5644561174599
15.5,27.1,-2.56375106427141
15.6,27.1,-2.56308660394099
15.7,27.1,-2.56245250915213
15.8,27.1,-2.56183814227973
15.9,27.1,-2.56123247019561
16,27.1,-2.56062410866945
16.1,27.1,-2.56000133728601
16.2,27.1,-2.55935210759548
16.3,27.1,-2.55866408805135
16.4,27.1,-2.55792468985712
16.5,27.1,-2.55712107922669
16.6,27.1,-2.55624021449612
16.7,27.1,-2.55526887973786
16.8,27.1,-2.55419370418266
16.9,27.1,-2.55300119279359
17,27.1,-2.55167776230782
17.1,27.1,-2.55020976533342
17.2,27.1,-2.54858352043471
17.3,27.1,-2.54678534589764
17.4,27.1,-2.54480158469755
17.5,27.1,-2.54261863670082
17.6,27.1,-2.54022299077589
17.7,27.1,-2.53760124690211
17.8,27.1,-2.53474014723673
17.9,27.1,-2.53162661189108
18,27.1,-2.52824775523652
18.1,27.1,-2.52459091113048
18.2,27.1,-2.52064408794313
18.3,27.1,-2.5164025099013
18.4,27.1,-2.51186745157804
18.5,27.1,-2.5070406627997
18.6,27.1,-2.50192394338388
18.7,27.1,-2.49651927649712
18.8,27.1,-2.49082902905166
18.9,27.1,-2.48485598355593
19,27.1,-2.4786033304092
19.1,27.1,-2.47207468654288
19.2,27.1,-2.46527413565974
19.3,27.1,-2.458206216029
19.4,27.1,-2.45087592339166
19.5,27.1,-2.44328874864016
19.6,27.1,-2.43545067546513
19.7,27.1,-2.4273681658061
19.8,27.1,-2.41904818409805
19.9,27.1,-2.41049821200861
20,27.1,-2.40172621961724
20.1,27.1,-2.39274067168281
20.2,27.1,-2.38355055365549
20.3,27.1,-2.37416533922706
20.4,27.1,-2.36459497912218
20.5,27.1,-2.35484992305399
20.6,27.1,-2.34494109870561
20.7,27.1,-2.33487988334845
20.8,27.1,-2.32467811194824
20.9,27.1,-2.31434807230727
21,27.1,-2.30390246464282
21.1,27.1,-2.29335439370199
21.2,27.1,-2.28271737252893
21.3,27.1,-2.27200528042574
21.4,27.1,-2.26123234143284
21.5,27.1,-2.25041312385641
21.6,27.1,-2.23956250758044
21.7,27.1,-2.22869565110359
21.8,27.1,-2.21782798120565
21.9,27.1,-2.20697516969063
22,27.1,-2.19615079596458
22.1,27.1,-2.18536119615865
22.2,27.1,-2.17461137613384
22.3,27.1,-2.1639064717432
22.4,27.1,-2.15325169479024
22.5,27.1,-2.14265225937739
22.6,27.1,-2.13211337960709
22.7,27.1,-2.12164026958178
22.8,27.1,-2.11123813782413
22.9,27.1,-2.10091215698091
23,27.1,-2.09066743895233
23.1,27.1,-2.08050901060938
23.2,27.1,-2.07044177812401
23.3,27.1,-2.0604705049495
23.4,27.1,-2.05059979177904
23.5,27.1,-2.04083404002232
23.6,27.1,-2.03117742793945
23.7,27.1,-2.02163389828624
23.8,27.1,-2.01220712691023
23.9,27.1,-2.00290049077245
24,27.1,-1.99371706462238
24.1,27.1,-1.98465959983879
24.2,27.1,-1.97573048456421
24.3,27.1,-1.96693174481123
24.4,27.1,-1.95826503585955
24.5,27.1,-1.94973160421182
24.6,27.1,-1.94133228166402
24.7,27.1,-1.93306749169303
24.8,27.1,-1.9249372228407
24.9,27.1,-1.91694100885534
25,27.1,-1.90907794840712
10,27.2,-2.71908578466669
10.1,27.2,-2.71522369440514
10.2,27.2,-2.71136160414359
10.3,27.2,-2.70749951388203
10.4,27.2,-2.70363742362048
10.5,27.2,-2.69977533335893
10.6,27.2,-2.69591324309737
10.7,27.2,-2.69205115283582
10.8,27.2,-2.68818906257427
10.9,27.2,-2.68432697231271
11,27.2,-2.68046488205116
11.1,27.2,-2.67660284275153
11.2,27.2,-2.67274114641931
11.3,27.2,-2.66888076129842
11.4,27.2,-2.6650234288785
11.5,27.2,-2.66117162820225
11.6,27.2,-2.6573284720114
11.7,27.2,-2.65349761553781
11.8,27.2,-2.64968321191725
11.9,27.2,-2.64588984222973
12,27.2,-2.64212242579464
12.1,27.2,-2.63838616953408
12.2,27.2,-2.6346865135905
12.3,27.2,-2.63102905508347
12.4,27.2,-2.62741949797929
12.5,27.2,-2.62386360216036
12.6,27.2,-2.62036712253772
12.7,27.2,-2.61693576516103
12.8,27.2,-2.6135751407973
12.9,27.2,-2.61029071024182
13,27.2,-2.60708775191695
13.1,27.2,-2.60397132531875
13.2,27.2,-2.6009462159213
13.3,27.2,-2.59801691311968
13.4,27.2,-2.59518758725481
13.5,27.2,-2.59246203891953
13.6,27.2,-2.5898436762875
13.7,27.2,-2.58733550917371
13.8,27.2,-2.58494011147917
13.9,27.2,-2.58265958816109
14,27.2,-2.58049558566402
14.1,27.2,-2.57844927295158
14.2,27.2,-2.57652129988071
14.3,27.2,-2.57471181487911
14.4,27.2,-2.57302046536702
14.5,27.2,-2.57144636135389
14.6,27.2,-2.56998793368633
14.7,27.2,-2.56864119759024
14.8,27.2,-2.56740032869914
14.9,27.2,-2.56625894030566
15,27.2,-2.56521014556902
15.1,27.2,-2.56424655695697
15.2,27.2,-2.56336026800111
15.3,27.2,-2.5625428936209
15.4,27.2,-2.56178558757165
15.5,27.2,-2.56107902940928
15.6,27.2,-2.56041345378996
15.7,27.2,-2.55977868441672
15.8,27.2,-2.55916413468402
15.9,27.2,-2.55855882248323
16,27.2,-2.55795141460357
16.1,27.2,-2.55733024164935
16.2,27.2,-2.55668330619031
16.3,27.2,-2.55599832769949
16.4,27.2,-2.55526276839993
16.5,27.2,-2.55446384552509
16.6,27.2,-2.55358856843058
16.7,27.2,-2.55262377220838
16.8,27.2,-2.55155613710882
16.9,27.2,-2.55037221911449
17,27.2,-2.54905848598211
17.1,27.2,-2.54760134133932
17.2,27.2,-2.54598715476997
17.3,27.2,-2.54420229557956
17.4,27.2,-2.54223315776299
17.5,27.2,-2.54006619220617
17.6,27.2,-2.5376879387971
17.7,27.2,-2.53508504853468
17.8,27.2,-2.53224431459572
17.9,27.2,-2.52915270811107
18,27.2,-2.52579739447166
18.1,27.2,-2.52216575855446
18.2,27.2,-2.5182458562014
18.3,27.2,-2.51403289951929
18.4,27.2,-2.50952810151383
18.5,27.2,-2.5047331489473
18.6,27.2,-2.49964977857324
18.7,27.2,-2.49427991049411
18.8,27.2,-2.48862584855809
18.9,27.2,-2.48269031220954
19,27.2,-2.47647642878365
19.1,27.2,-2.46998775214778
19.2,27.2,-2.46322830294062
19.3,27.2,-2.45620255636733
19.4,27.2,-2.44891544510482
19.5,27.2,-2.44137239698149
19.6,27.2,-2.43357933262388
19.7,27.2,-2.42554265090746
19.8,27.2,-2.41726925320315
19.9,27.2,-2.40876655811448
20,27.2,-2.40004247265688
20.1,27.2,-2.39110539852512
20.2,27.2,-2.38196425810534
20.3,27.2,-2.3726284620252
20.4,27.2,-2.36310789794532
20.5,27.2,-2.35341295251478
20.6,27.2,-2.34355449035262
20.7,27.2,-2.33354382566618
20.8,27.2,-2.32339273035711
20.9,27.2,-2.31311342916366
21,27.2,-2.30271855923903
21.1,27.2,-2.29222116226624
21.2,27.2,-2.28163468822537
21.3,27.2,-2.27097295335446
21.4,27.2,-2.26025011862986
21.5,27.2,-2.24948068929369
21.6,27.2,-2.23867948216586
21.7,27.2,-2.22786159268097
21.8,27.2,-2.21704238455473
21.9,27.2,-2.20623746653145
22,27.2,-2.19546036967572
22.1,27.2,-2.18471742934619
22.2,27.2,-2.17401366022378
22.3,27.2,-2.16335420698147
22.4,27.2,-2.15274429024267
22.5,27.2,-2.14218913292972
22.6,27.2,-2.13169395796497
22.7,27.2,-2.12126398827079
22.8,27.2,-2.11090444118975
22.9,27.2,-2.10062049818853
23,27.2,-2.09041727998726
23.1,27.2,-2.08029982227684
23.2,27.2,-2.07027304004914
23.3,27.2,-2.06034170557735
23.4,27.2,-2.05051042837455
23.5,27.2,-2.04078361867038
23.6,27.2,-2.03116546354484
23.7,27.2,-2.02165991457367
23.8,27.2,-2.0122706564243
23.9,27.2,-2.00300107487769
24,27.2,-1.99385425350323
24.1,27.2,-1.9848329524996
24.2,27.2,-1.97593956882924
24.3,27.2,-1.96717613732466
24.4,27.2,-1.95854432208547
24.5,27.2,-1.95004537843423
24.6,27.2,-1.94168014698684
24.7,27.2,-1.93344906004009
24.8,27.2,-1.92535211495574
24.9,27.2,-1.91738885430201
25,27.2,-1.909558385569
10,27.3,-2.71667925464667
10.1,27.3,-2.71281362801026
10.2,27.3,-2.70894800137385
10.3,27.3,-2.70508237473743
10.4,27.3,-2.70121674810102
10.5,27.3,-2.69735112146461
10.6,27.3,-2.6934854948282
10.7,27.3,-2.68961986819179
10.8,27.3,-2.68575424155538
10.9,27.3,-2.68188861491897
11,27.3,-2.67802298828255
11.1,27.3,-2.67415741216696
11.2,27.3,-2.67029217637216
11.3,27.3,-2.66642824649545
11.4,27.3,-2.66256736137986
11.5,27.3,-2.65871199742146
